2452769.67970	-26.97	      10.0000
2452769.68410	-36.39	      10.0000
2452769.68670	-39.76	      10.0000
2452769.68920	-49.02	      10.0000
2452769.69180	-49.33	      10.0000
2452769.69430	-57.11	      10.0000
2452769.69690	-67.28	      10.0000
2452769.69950	-68.54	      10.0000
2452769.70200	-72.47	      10.0000
2452769.70460	-84.86	      10.0000
2452769.70710	-75.73	      10.0000
2452769.70970	-80.95	      10.0000
2452769.71230	-87.18	      10.0000
2452769.72920	-118.47	      10.0000
2452769.73170	-115.17	      10.0000
2452769.73430	-129.31	      10.0000
2452769.73680	-126.66	      10.0000
2452769.73940	-133.00	      10.0000
2452769.74200	-132.34	      10.0000
2452769.74450	-139.67	      10.0000
2452769.74710	-141.40	      10.0000
2452769.74960	-139.63	      10.0000
2452769.75220	-145.92	      10.0000
2452769.75480	-147.84	      10.0000
2452769.75730	-150.49	      10.0000
2452769.75990	-158.62	      10.0000
2452769.76240	-155.02	      10.0000
2452769.76500	-156.52	      10.0000
2452769.78330	-161.30	      10.0000
2452769.78600	-162.55	      10.0000
2452769.78860	-160.09	      10.0000
2452769.79110	-166.21	      10.0000
2452769.79370	-163.74	      10.0000
2452769.79620	-166.08	      10.0000
2452769.79880	-161.94	      10.0000
2452769.80130	-167.27	      10.0000
2452769.80390	-168.89	      10.0000
2452769.80650	-165.44	      10.0000
2452769.80900	-165.01	      10.0000
2452769.81160	-170.04	      10.0000
2452769.81420	-162.12	      10.0000
2452769.81670	-163.72	      10.0000
2452769.81930	-168.07	      10.0000
2452769.83190	-155.37	      10.0000
2452769.83440	-158.40	      10.0000
2452769.83700	-158.07	      10.0000
2452769.83960	-155.09	      10.0000
2452769.84210	-149.00	      10.0000
2452769.84470	-149.56	      10.0000
2452769.84730	-146.46	      10.0000
2452769.84980	-146.94	      10.0000
2452769.85240	-134.32	      10.0000
2452769.85500	-143.40	      10.0000
2452769.85750	-136.33	      10.0000
2452769.86010	-129.97	      10.0000
2452769.86270	-132.20	      10.0000
2452769.86520	-124.87	      10.0000
2452769.86780	-120.43	      10.0000
2452769.88010	-100.79	      10.0000
2452769.88260	-88.38	      10.0000
2452769.95030	28.88	      10.0000
2452769.95280	37.83	      10.0000
2452769.95540	38.01	      10.0000
2452769.95800	43.06	      10.0000
2452769.96050	46.62	      10.0000
2452769.96310	48.37	      10.0000
2452769.96570	51.89	      10.0000
2452769.96820	55.83	      10.0000
2452769.97080	58.38	      10.0000
2452769.97340	70.96	      10.0000
2452769.97590	67.83	      10.0000
2452769.97850	66.20	      10.0000
2452769.98110	80.12	      10.0000
2452778.69170	-74.48	      10.0000
2452778.75590	34.90	      10.0000
2452778.75960	43.99	      10.0000
2452778.81140	107.68	      10.0000
2452778.81560	118.86	      10.0000
2452778.81970	104.95	      10.0000
2452778.82390	115.33	      10.0000
2452778.82390	115.33	      10.0000
2452778.82780	116.94	      10.0000
2452778.83210	106.96	      10.0000
2452778.85240	118.69	      10.0000
2452778.85670	117.49	      10.0000
2452778.86070	112.79	      10.0000
2452778.86470	110.54	      10.0000
2452778.88160	107.75	      10.0000
2452778.88550	97.24	      10.0000
2452778.88940	92.42	      10.0000
2452778.89350	91.82	      10.0000
2452778.89750	89.46	      10.0000
2452778.90140	73.89	      10.0000
2452778.90550	66.64	      10.0000
2452778.91220	57.64	      10.0000
2452778.92230	51.91	      10.0000
2452778.93800	35.66	      10.0000
2452778.96050	-14.94	      10.0000
2452778.96440	-14.22	      10.0000
2452778.96840	-15.77	      10.0000
2452778.97230	-38.16	      10.0000
2452778.97620	-42.10	      10.0000
2452778.98020	-68.18	      10.0000
